Material;Centro;Almac‚n;Clase de movimiento;Stock especial;Documento material;Posici¢n doc.mat.;Fecha contabiliz.;Ctd.en UM entrada;Un.medida de entrada;Descripci¢n del material;Importe ML;Centro de coste;Referencia
1962;BPC1;CC01;201;;4902542545;1;2024-10-02 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;309;309
1962;BPC1;CC01;201;;4902542521;1;2024-10-02 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;454;454
1962;BPC1;CC01;201;;4902542523;1;2024-10-02 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;399;399
1962;BPC1;CC01;201;;4902542325;1;2024-10-01 00:00:00;-12;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-32947,71;416;416
1962;BPC1;CC01;201;;4902542486;6;2024-10-01 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;351;351
1962;BPC1;CC01;201;;4902542357;1;2024-10-01 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;366;366
1962;BPC1;CC01;201;;4902542321;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;354;354
1962;BPC1;CC01;201;;4902542482;2;2024-10-01 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;386;386
1962;BPC1;CC01;201;;4902542361;1;2024-10-01 00:00:00;-12;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-32947,71;415;415
1962;BPC1;CC01;201;;4902542320;1;2024-10-01 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;101;101
1962;BPC1;CC01;201;;4902542358;1;2024-10-01 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;426;426
1962;BPC1;CC01;201;;4902542341;1;2024-10-01 00:00:00;-17;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-46675,93;324;324
1962;BPC1;CC01;201;;4902542339;1;2024-10-01 00:00:00;-15;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-41184,64;301;301
1962;BPC1;CC01;201;;4902542455;2;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;440;440
1962;BPC1;CC01;201;;4902542338;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;357;357
1962;BPC1;CC01;201;;4902542359;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;319;319
1962;BPC1;CC01;201;;4902542355;1;2024-10-01 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;329;329
1962;BPC1;CC01;201;;4902542452;1;2024-10-01 00:00:00;-11;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-30202,07;451;451
1962;BPC1;CC01;201;;4902542451;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;361;361
1962;BPC1;CC01;201;;4902542336;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;330;330
1962;BPC1;CC01;201;;4902542332;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;376;376
1962;BPC1;CC01;201;;4902542458;1;2024-10-01 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;452;452
1962;BPC1;CC01;201;;4902542335;1;2024-10-01 00:00:00;-11;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-30202,07;439;439
1962;BPC1;CC01;201;;4902542462;1;2024-10-01 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;300;300
1962;BPC1;CC01;201;;4902542463;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;381;381
1962;BPC1;CC01;201;;4902542467;1;2024-10-01 00:00:00;-11;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-30202,07;352;352
1962;BPC1;CC01;201;;4902542328;1;2024-10-01 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;392;392
1962;BPC1;CC01;201;;4902542459;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;373;373
1962;BPC1;CC01;201;;4902542350;1;2024-10-01 00:00:00;-27;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-74132,35;374;374
1962;BPC1;CC01;201;;4902542362;1;2024-10-01 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;356;356
1962;BPC1;CC01;201;;4902542465;4;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;310;310
1962;BPC1;CC01;201;;4902542354;1;2024-10-01 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;925;925
1962;BPC1;CC01;201;;4902542364;5;2024-10-01 00:00:00;-13;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-35693,36;338;338
1962;BPC1;CC01;201;;4902542322;1;2024-10-01 00:00:00;-17;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-46675,93;336;336
1962;BPC1;CC01;201;;4902542480;1;2024-10-01 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;443;443
1962;BPC1;CC01;201;;4902542352;1;2024-10-01 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;378;378
1962;BPC1;CC01;201;;4902542479;1;2024-10-01 00:00:00;-16;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-43930,28;318;318
1962;BPC1;CC01;201;;4902542351;1;2024-10-01 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;423;423
1962;BPC1;CC01;201;;4902542356;1;2024-10-01 00:00:00;-30;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-82369,28;302;302
1962;BPC1;CC01;201;;4902542342;1;2024-10-01 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;321;321
1962;BPC1;CC01;201;;4902542331;1;2024-10-01 00:00:00;-30;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-82369,28;900;900
1962;BPC1;CC01;201;;4902542330;1;2024-10-01 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;347;347
1962;BPC1;CC01;201;;4902542327;1;2024-10-01 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;939;939
1962;BPC1;CC01;201;;4902542488;1;2024-10-01 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;928;928
1962;BPC1;CC01;201;;4902542487;1;2024-10-01 00:00:00;-12;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-32947,71;345;345
1962;BPC1;CC01;201;;4902542466;1;2024-10-01 00:00:00;-30;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-82369,28;349;349
1962;BPC1;CC01;201;;4902542464;1;2024-10-01 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;389;389
1962;BPC1;CC01;201;;4902542461;1;2024-10-01 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;325;325
1962;BPC1;CC01;201;;4902542457;1;2024-10-01 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;327;327
1962;BPC1;CC01;201;;4902542456;1;2024-10-01 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;425;425
1962;BPC1;CC01;201;;4902542326;1;2024-10-01 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;917;917
1962;BPC1;CC01;201;;4902542324;1;2024-10-01 00:00:00;-13;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-35693,36;339;339
1962;BPC1;CC01;201;;4902542363;1;2024-10-01 00:00:00;-21;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-57658,5;918;918
1962;BPC1;CC01;201;;4902542360;1;2024-10-01 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;413;413
1962;BPC1;CC01;201;;4902542484;1;2024-10-01 00:00:00;-13;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-35693,36;382;382
1962;BPC1;CC01;201;;4902542481;4;2024-10-01 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;393;393
1962;BPC1;CC01;201;;4902542241;1;2024-09-30 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;94;57
1962;BPC1;CC01;201;;4902542210;1;2024-09-27 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;101;101
1962;BPC1;CC01;201;;4902542173;1;2024-09-27 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;94;057
1962;BPC1;CC01;201;;4902542141;1;2024-09-27 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;302;302
1962;BPC1;CC01;201;;4902542069;1;2024-09-26 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;358;358
1962;BPC1;CC01;201;;4902542063;1;2024-09-26 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;917;917
1962;BPC1;CC01;202;;4902541831;1;2024-09-25 00:00:00;3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;8236,93;304;304
1962;BPC1;CC01;201;;4902541830;1;2024-09-25 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;395;395
1962;BPC1;CC01;201;;4902541829;1;2024-09-25 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;304;304
1962;BPC1;CC01;201;;4902541827;1;2024-09-25 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;103;1
1962;BPC1;CC01;201;;4902541836;1;2024-09-25 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;430;430
1962;BPC1;CC01;201;;4902541797;1;2024-09-24 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;315;315
1962;BPC1;CC01;201;;4902541725;1;2024-09-24 00:00:00;-11;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-30202,07;302;302
1962;BPC1;CC01;201;;4902541722;1;2024-09-24 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;933;933
1962;BPC1;CC01;201;;4902541811;1;2024-09-24 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;103;8
1962;BPC1;CC01;201;;4902541726;1;2024-09-24 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;167;892
1962;BPC1;CC01;201;;4902541607;1;2024-09-23 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;93;56
1962;BPC1;CC01;201;;4902541604;1;2024-09-23 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;912;912
1962;BPC1;CC01;201;;4902541610;2;2024-09-23 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;434;434
1962;BPC1;CC01;201;;4902541617;1;2024-09-23 00:00:00;-2;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-5491,29;119;67
1962;BPC1;CC01;201;;4902541609;1;2024-09-23 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;349;E025
1962;BPC1;CC01;201;;4902541500;1;2024-09-20 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;162;34
1962;BPC1;CC01;201;;4902541501;1;2024-09-20 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;396;396
1962;BPC1;CC01;201;;4902541502;1;2024-09-20 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;162;065
1962;BPC1;CC01;201;;4902541499;5;2024-09-20 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;913;913
1962;BPC1;CC01;201;;4902541494;4;2024-09-20 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;428;428
1962;BPC1;CC01;201;;4902541497;1;2024-09-20 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;912;912
1962;BPC1;CC01;201;;4902541431;1;2024-09-19 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;316;316
1962;BPC1;CC01;201;;4902541437;1;2024-09-19 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;390;390
1962;BPC1;CC01;201;;4902541430;1;2024-09-19 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;453;453
1962;BPC1;CC01;201;;4902541434;1;2024-09-19 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;304;E140
1962;BPC1;CC01;201;;4902541424;1;2024-09-19 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;429;429
1962;BPC1;CC01;201;;4902541426;1;2024-09-19 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;315;315
1962;BPC1;CC01;201;;4902541300;1;2024-09-18 00:00:00;-19;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-52167,21;301;301
1962;BPC1;CC01;201;;4902541302;1;2024-09-18 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;341;341
1962;BPC1;CC01;201;;4902541227;1;2024-09-18 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;306;306
1962;BPC1;CC01;201;;4902541139;1;2024-09-17 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;940;940
1962;BPC1;CC01;201;;4902541143;1;2024-09-17 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;450;450
1962;BPC1;CC01;201;;4902541198;1;2024-09-17 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;368;368
1962;BPC1;CC01;201;;4902541138;1;2024-09-17 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;419;419
1962;BPC1;CC01;201;;4902540998;2;2024-09-16 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;204;21
1962;BPC1;CC01;201;;4902540993;1;2024-09-16 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;136;188
1962;BPC1;CC01;201;;4902541090;6;2024-09-16 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;432;432
1962;BPC1;CC01;201;;4902540999;3;2024-09-16 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;317;317
1962;BPC1;CC01;201;;4902541091;1;2024-09-16 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;103;8
1962;BPC1;CC01;201;;4902540994;1;2024-09-16 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;319;319
1962;BPC1;CC01;201;;4902540858;7;2024-09-13 00:00:00;-12;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-32947,71;320;320
1962;BPC1;CC01;201;;4902540867;1;2024-09-13 00:00:00;-50;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-137282,14;242;242
1962;BPC1;CC01;201;;4902540679;1;2024-09-12 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;375;375
1962;BPC1;CC01;201;;4902540680;1;2024-09-12 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;443;443
1962;BPC1;CC01;201;;4902540681;5;2024-09-12 00:00:00;-13;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-35693,36;333;333
1962;BPC1;CC01;201;;4902540678;5;2024-09-12 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;438;438
1962;BPC1;CC01;201;;4902540654;1;2024-09-11 00:00:00;-2;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-5491,29;931;E143
1962;BPC1;CC01;201;;4902540585;1;2024-09-11 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;403;403
1962;BPC1;CC01;201;;4902540580;1;2024-09-11 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;363;363
1962;BPC1;CC01;201;;4902540471;6;2024-09-10 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;307;307
1962;BPC1;CC01;201;;4902540481;1;2024-09-10 00:00:00;-2;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-5491,29;363;363
1962;BPC1;CC01;201;;4902540495;1;2024-09-10 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;377;377
1962;BPC1;CC01;201;;4902540479;1;2024-09-10 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;370;370
1962;BPC1;CC01;201;;4902540478;1;2024-09-10 00:00:00;-16;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-43930,28;921;921
1962;BPC1;CC01;201;;4902540470;1;2024-09-10 00:00:00;-8;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-21965,14;371;371
1962;BPC1;CC01;201;;4902540472;1;2024-09-10 00:00:00;-4;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-10982,57;166;879
1962;BPC1;CC01;201;;4902540476;1;2024-09-10 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;441;441
1962;BPC1;CC01;201;;4902540497;3;2024-09-10 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;418;418
1962;BPC1;CC01;201;;4902540473;1;2024-09-10 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;440;440
1962;BPC1;CC01;201;;4902540351;1;2024-09-09 00:00:00;-18;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-49421,57;915;915
1962;BPC1;CC01;201;;4902540362;2;2024-09-09 00:00:00;-15;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-41184,64;346;346
1962;BPC1;CC01;201;;4902540348;1;2024-09-09 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;334;334
1962;BPC1;CC01;201;;4902540349;1;2024-09-09 00:00:00;-8;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-21965,14;323;323
1962;BPC1;CC01;201;;4902540366;1;2024-09-09 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;437;437
1962;BPC1;CC01;201;;4902540347;1;2024-09-09 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;913;E104
1962;BPC1;CC01;201;;4902540363;1;2024-09-09 00:00:00;-15;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-41184,64;190;44
1962;BPC1;CC01;201;;4902540350;1;2024-09-09 00:00:00;-11;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-30202,07;422;422
1962;BPC1;CC01;201;;4902540370;1;2024-09-09 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;326;326
1962;BPC1;CC01;201;;4902540231;1;2024-09-06 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;943;943
1962;BPC1;CC01;201;;4902540248;1;2024-09-06 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;413;413
1962;BPC1;CC01;201;;4902540240;1;2024-09-06 00:00:00;-3;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-8236,93;97;52
1962;BPC1;CC01;201;;4902540236;1;2024-09-06 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;369;369
1962;BPC1;CC01;201;;4902540234;1;2024-09-06 00:00:00;-5;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-13728,21;431;431
1962;BPC1;CC01;201;;4902540226;1;2024-09-06 00:00:00;-18;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-49421,57;900;900
1962;BPC1;CC01;201;;4902540247;1;2024-09-06 00:00:00;-6;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-16473,86;401;401
1962;BPC1;CC01;201;;4902540225;1;2024-09-06 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;378;378
1962;BPC1;CC01;201;;4902540233;1;2024-09-06 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;331;331
1962;BPC1;CC01;201;;4902540257;1;2024-09-06 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;400;400
1962;BPC1;CC01;201;;4902540232;1;2024-09-06 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;389;389
1962;BPC1;CC01;201;;4902540239;1;2024-09-06 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;337;337
1962;BPC1;CC01;201;;4902540087;1;2024-09-05 00:00:00;-12;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-32947,71;342;342
1962;BPC1;CC01;201;;4902540049;1;2024-09-05 00:00:00;-2;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-5491,29;365;365
1962;BPC1;CC01;201;;4902540053;1;2024-09-05 00:00:00;-8;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-21965,14;325;325
1962;BPC1;CC01;201;;4902540070;1;2024-09-05 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;364;364
1962;BPC1;CC01;201;;4902540069;1;2024-09-05 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;335;335
1962;BPC1;CC01;201;;4902540063;1;2024-09-05 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;354;354
1962;BPC1;CC01;201;;4902540046;1;2024-09-05 00:00:00;-9;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-24710,78;424;424
1962;BPC1;CC01;201;;4902540059;1;2024-09-05 00:00:00;-8;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-21965,14;119;67
1962;BPC1;CC01;201;;4902540047;1;2024-09-05 00:00:00;-18;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-49421,57;322;322
1962;BPC1;CC01;201;;4902540055;1;2024-09-05 00:00:00;-10;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-27456,43;919;919
1962;BPC1;CC01;201;;4902540071;1;2024-09-05 00:00:00;-30;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-82369,28;304;304
1962;BPC1;CC01;201;;4902540064;1;2024-09-05 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;315;315
1962;BPC1;CC01;201;;4902540048;1;2024-09-05 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;944;944
1962;BPC1;CC01;201;;4902540051;1;2024-09-05 00:00:00;-18;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-49421,57;922;922
1962;BPC1;CC01;201;;4902540066;1;2024-09-05 00:00:00;-14;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-38439;350;350
1962;BPC1;CC01;201;;4902540061;1;2024-09-05 00:00:00;-20;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-54912,85;340;340
1962;BPC1;CC01;201;;4902540060;1;2024-09-05 00:00:00;-30;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-82369,28;242;242
1962;BPC1;CC01;201;;4902540068;1;2024-09-05 00:00:00;-30;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-82369,28;900;900
1962;BPC1;CC01;201;;4902540065;1;2024-09-05 00:00:00;-7;PAQ;RESMA DE PAPEL A4 70GMS.P/FOTOCOPIADORA;-19219,5;357;357
