id_producto,nombre_producto,categoria,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock
341,Electronica,Electrico,2025-04-09,71,26,10,87,33,Proveedor A,10,ok
342,General,Electrico,2025-01-24,34,12,23,23,40,Proveedor C,10,critico
343,General,Herramientas,2025-03-05,184,12,11,185,37,Proveedor A,12,ok
344,Electronica,Herramientas,2025-01-15,36,25,12,49,23,Proveedor A,5,ok
345,General,Mecanica,2025-01-16,90,12,29,73,16,Proveedor A,2,ok
346,Electronica,Hidraulico,2025-02-14,99,17,14,102,43,Proveedor B,8,ok
347,General,Mecanica,2025-06-17,22,23,17,28,21,Proveedor B,7,bajo
348,General,Electrico,2025-05-04,110,21,16,115,23,Proveedor B,5,ok
349,Electronica,Electrico,2025-04-09,151,10,9,152,43,Proveedor C,10,ok
350,Electronica,Hidraulico,2025-05-05,25,14,12,27,31,Proveedor C,3,critico
351,General,Electrico,2025-04-04,116,11,7,120,48,Proveedor A,3,ok
352,General,Herramientas,2025-01-23,71,9,26,54,32,Proveedor A,3,ok
353,Electronica,Hidraulico,2025-02-15,94,8,13,89,35,Proveedor A,14,ok
354,Electronica,Electrico,2025-01-21,148,16,26,138,15,Proveedor B,7,ok
355,General,Mecanica,2025-02-17,195,21,23,193,18,Proveedor A,6,ok
356,General,Mecanica,2025-06-12,91,10,37,64,27,Proveedor B,8,ok
357,Electronica,Hidraulico,2025-04-25,170,16,14,172,28,Proveedor C,12,ok
358,General,Mecanica,2025-05-28,173,7,16,164,12,Proveedor A,2,ok
359,Electronica,Mecanica,2025-01-17,97,16,22,91,16,Proveedor B,4,ok
360,Electronica,Mecanica,2025-05-09,137,26,20,143,11,Proveedor A,7,ok
361,General,Mecanica,2025-05-16,145,12,3,154,36,Proveedor A,14,ok
362,Electronica,Mecanica,2025-05-10,33,28,33,28,36,Proveedor C,7,critico
363,General,Hidraulico,2025-04-16,28,16,20,24,24,Proveedor C,5,critico
364,Electronica,Electrico,2025-05-17,120,15,17,118,28,Proveedor C,13,ok
365,General,Mecanica,2025-04-15,108,7,18,97,31,Proveedor A,6,ok
366,General,Herramientas,2025-06-18,129,29,25,133,26,Proveedor A,11,ok
367,Electronica,Electrico,2025-01-25,43,22,18,47,12,Proveedor B,13,ok
368,Electronica,Hidraulico,2025-05-22,97,6,30,73,17,Proveedor B,6,ok
369,General,Herramientas,2025-06-02,85,15,13,87,45,Proveedor B,8,ok
370,Electronica,Hidraulico,2025-01-17,52,4,14,42,14,Proveedor A,13,ok
371,General,Herramientas,2025-02-27,97,0,25,72,36,Proveedor B,2,ok
372,General,Electrico,2025-05-31,195,22,20,197,18,Proveedor B,5,ok
373,General,Electrico,2025-04-16,30,6,23,13,30,Proveedor B,13,critico
374,Electronica,Hidraulico,2025-06-07,150,2,31,121,46,Proveedor A,9,ok
375,General,Hidraulico,2025-02-26,96,14,20,90,18,Proveedor C,1,ok
376,General,Mecanica,2025-06-28,79,13,16,76,22,Proveedor A,3,ok
377,Electronica,Hidraulico,2025-04-20,21,1,25,-3,21,Proveedor B,11,critico
378,Electronica,Electrico,2025-02-08,161,0,24,137,33,Proveedor A,5,ok
379,General,Hidraulico,2025-04-10,111,22,24,109,17,Proveedor C,10,ok
380,Electronica,Hidraulico,2025-05-11,55,19,18,56,22,Proveedor C,2,ok
381,Electronica,Mecanica,2025-04-30,139,26,14,151,44,Proveedor C,4,ok
382,Electronica,Hidraulico,2025-05-10,78,3,30,51,23,Proveedor B,1,ok
383,General,Hidraulico,2025-01-27,21,21,25,17,11,Proveedor B,4,ok
384,Electronica,Mecanica,2025-06-14,39,10,15,34,35,Proveedor B,5,critico
385,Electronica,Electrico,2025-04-03,175,11,14,172,42,Proveedor A,2,ok
386,Electronica,Mecanica,2025-01-19,52,22,17,57,37,Proveedor B,6,ok
387,Electronica,Mecanica,2025-01-18,28,25,9,44,40,Proveedor C,13,bajo
388,Electronica,Herramientas,2025-06-22,159,4,31,132,26,Proveedor C,10,ok
389,General,Mecanica,2025-06-23,47,0,2,45,19,Proveedor C,1,ok
390,Electronica,Hidraulico,2025-03-17,71,16,30,57,35,Proveedor B,12,ok
391,General,Herramientas,2025-01-08,174,18,20,172,12,Proveedor A,13,ok
392,Electronica,Electrico,2025-06-06,169,14,16,167,24,Proveedor B,9,ok
393,General,Hidraulico,2025-03-30,92,31,9,114,28,Proveedor B,13,ok
394,Electronica,Hidraulico,2025-02-07,22,13,5,30,13,Proveedor C,14,ok
395,General,Mecanica,2025-02-12,99,18,34,83,28,Proveedor B,12,ok
396,General,Mecanica,2025-02-04,39,17,22,34,10,Proveedor C,7,ok
397,Electronica,Herramientas,2025-06-17,21,15,29,7,25,Proveedor A,6,critico
398,General,Herramientas,2025-03-01,146,10,33,123,33,Proveedor A,10,ok
399,Electronica,Herramientas,2025-03-12,104,4,11,97,26,Proveedor C,1,ok
400,Electronica,Hidraulico,2025-02-09,41,0,21,20,29,Proveedor B,2,critico
401,General,Electrico,2025-02-01,189,5,13,181,25,Proveedor C,13,ok
402,General,Herramientas,2025-02-21,118,24,14,128,43,Proveedor B,14,ok
403,General,Hidraulico,2025-02-11,92,3,11,84,17,Proveedor C,13,ok
404,General,Electrico,2025-04-04,121,19,9,131,39,Proveedor C,7,ok
405,Electronica,Mecanica,2025-01-23,78,17,18,77,22,Proveedor C,14,ok
406,Electronica,Electrico,2025-02-26,154,3,26,131,38,Proveedor B,14,ok
407,Electronica,Herramientas,2025-02-27,145,28,12,161,36,Proveedor A,11,ok
408,General,Electrico,2025-02-27,159,22,20,161,32,Proveedor B,7,ok
409,General,Hidraulico,2025-02-03,42,26,4,64,19,Proveedor B,5,ok
410,General,Herramientas,2025-06-13,181,23,27,177,26,Proveedor A,8,ok
411,Electronica,Electrico,2025-01-24,112,16,39,89,11,Proveedor C,4,ok
412,Electronica,Herramientas,2025-02-13,121,19,3,137,32,Proveedor C,13,ok
413,General,Mecanica,2025-02-27,45,10,4,51,16,Proveedor C,8,ok
414,General,Herramientas,2025-04-21,133,22,31,124,13,Proveedor C,7,ok
415,General,Electrico,2025-05-13,59,9,24,44,13,Proveedor B,14,ok
416,General,Herramientas,2025-01-20,184,10,35,159,42,Proveedor B,1,ok
417,General,Electrico,2025-04-29,50,15,13,52,25,Proveedor C,5,ok
418,General,Electrico,2025-04-04,115,6,30,91,18,Proveedor C,2,ok
419,Electronica,Hidraulico,2025-06-27,95,6,9,92,39,Proveedor C,4,ok
420,General,Mecanica,2025-03-02,59,15,15,59,46,Proveedor A,2,bajo
421,General,Mecanica,2025-01-19,175,24,17,182,22,Proveedor A,11,ok
422,General,Hidraulico,2025-04-09,166,1,36,131,41,Proveedor C,1,ok
423,Electronica,Hidraulico,2025-02-19,196,25,25,196,48,Proveedor B,4,ok
424,General,Electrico,2025-03-17,107,27,19,115,12,Proveedor A,7,ok
425,General,Hidraulico,2025-06-07,92,16,25,83,39,Proveedor C,8,ok
426,Electronica,Mecanica,2025-05-23,112,18,25,105,30,Proveedor A,5,ok
427,General,Electrico,2025-01-17,27,14,23,18,37,Proveedor C,8,critico
428,Electronica,Herramientas,2025-06-04,184,20,31,173,31,Proveedor C,1,ok
429,Electronica,Mecanica,2025-06-19,100,8,30,78,18,Proveedor A,6,ok
430,Electronica,Electrico,2025-06-12,24,25,11,38,27,Proveedor B,13,bajo
431,General,Herramientas,2025-01-13,192,8,28,172,36,Proveedor B,5,ok
432,General,Herramientas,2025-03-31,103,12,36,79,32,Proveedor C,7,ok
433,Electronica,Hidraulico,2025-04-09,176,7,8,175,38,Proveedor C,11,ok
434,General,Electrico,2025-05-16,44,10,33,21,43,Proveedor C,3,critico
435,General,Hidraulico,2025-05-05,52,20,28,44,11,Proveedor A,10,ok
436,Electronica,Hidraulico,2025-04-30,186,13,27,172,13,Proveedor B,7,ok
437,Electronica,Herramientas,2025-05-19,126,15,0,141,25,Proveedor B,5,ok
438,General,Electrico,2025-04-10,135,12,32,115,49,Proveedor B,1,ok
439,General,Herramientas,2025-03-04,135,0,5,130,26,Proveedor A,9,ok
440,Electronica,Mecanica,2025-01-10,87,21,21,87,30,Proveedor B,13,ok
441,Electronica,Mecanica,2025-05-18,20,9,7,22,33,Proveedor C,2,critico
442,General,Mecanica,2025-01-28,71,23,17,77,21,Proveedor A,3,ok
443,Electronica,Mecanica,2025-03-24,62,9,37,34,26,Proveedor B,11,bajo
444,Electronica,Mecanica,2025-03-16,32,15,10,37,18,Proveedor A,7,ok
445,General,Hidraulico,2025-02-20,110,27,33,104,11,Proveedor A,12,ok
446,Electronica,Mecanica,2025-01-09,79,0,23,56,49,Proveedor C,5,bajo
447,Electronica,Hidraulico,2025-01-06,174,10,21,163,18,Proveedor C,5,ok
448,Electronica,Hidraulico,2025-04-11,45,7,21,31,12,Proveedor B,6,ok
449,General,Hidraulico,2025-05-04,119,25,13,131,42,Proveedor B,9,ok
450,General,Electrico,2025-02-17,34,17,0,51,13,Proveedor C,13,ok
451,Electronica,Hidraulico,2025-06-11,106,4,21,89,29,Proveedor A,9,ok
452,General,Electrico,2025-01-11,71,17,35,53,40,Proveedor A,8,bajo
453,Electronica,Herramientas,2025-02-10,87,10,22,75,10,Proveedor A,2,ok
454,General,Mecanica,2025-01-08,46,16,6,56,31,Proveedor A,8,ok
455,Electronica,Electrico,2025-03-25,110,17,18,109,13,Proveedor B,11,ok
456,General,Mecanica,2025-03-31,32,8,8,32,29,Proveedor C,1,bajo
457,General,Hidraulico,2025-06-04,195,9,24,180,13,Proveedor C,5,ok
458,General,Electrico,2025-03-21,197,19,19,197,21,Proveedor A,5,ok
459,Electronica,Mecanica,2025-04-07,191,14,33,172,32,Proveedor A,5,ok
460,General,Hidraulico,2025-03-17,111,12,32,91,49,Proveedor C,10,ok
461,Electronica,Hidraulico,2025-04-25,34,18,32,20,47,Proveedor C,14,critico
462,General,Hidraulico,2025-01-31,156,1,31,126,45,Proveedor B,12,ok
463,General,Mecanica,2025-05-29,137,21,13,145,32,Proveedor C,11,ok
464,Electronica,Herramientas,2025-04-27,151,0,6,145,38,Proveedor C,13,ok
465,General,Herramientas,2025-01-17,171,14,3,182,46,Proveedor B,8,ok
466,Electronica,Electrico,2025-03-20,112,21,29,104,10,Proveedor C,12,ok
467,Electronica,Mecanica,2025-04-02,166,6,28,144,14,Proveedor A,2,ok
468,Electronica,Herramientas,2025-05-25,145,9,29,125,13,Proveedor B,14,ok
469,General,Electrico,2025-01-08,88,13,23,78,21,Proveedor A,10,ok
470,Electronica,Herramientas,2025-06-24,116,13,14,115,31,Proveedor A,10,ok
471,General,Herramientas,2025-01-15,20,20,14,26,36,Proveedor B,13,critico
472,General,Herramientas,2025-03-28,101,35,17,119,46,Proveedor B,5,ok
473,Electronica,Electrico,2025-04-09,167,26,15,178,30,Proveedor C,11,ok
474,General,Electrico,2025-03-15,140,19,28,131,34,Proveedor C,7,ok
475,General,Electrico,2025-06-04,170,14,30,154,27,Proveedor C,7,ok
476,General,Electrico,2025-05-01,43,14,24,33,13,Proveedor C,4,ok
477,General,Mecanica,2025-01-17,57,15,21,51,47,Proveedor A,6,bajo
478,Electronica,Herramientas,2025-01-03,196,18,18,196,28,Proveedor C,13,ok
479,Electronica,Mecanica,2025-06-13,129,15,8,136,12,Proveedor C,7,ok
480,General,Herramientas,2025-05-05,184,17,12,189,20,Proveedor A,10,ok
481,General,Mecanica,2025-01-22,188,14,23,179,42,Proveedor C,5,ok
482,Electronica,Electrico,2025-03-26,79,1,10,70,39,Proveedor A,1,ok
483,General,Herramientas,2025-04-19,179,12,25,166,40,Proveedor B,3,ok
484,Electronica,Mecanica,2025-02-18,73,23,8,88,21,Proveedor A,3,ok
485,Electronica,Hidraulico,2025-01-14,139,8,32,115,28,Proveedor B,6,ok
486,Electronica,Herramientas,2025-05-09,32,19,20,31,30,Proveedor B,13,bajo
487,General,Electrico,2025-02-16,185,20,10,195,16,Proveedor B,6,ok
488,Electronica,Electrico,2025-05-20,171,10,25,156,13,Proveedor A,11,ok
489,General,Herramientas,2025-05-01,169,13,22,160,16,Proveedor B,2,ok
490,General,Hidraulico,2025-03-10,61,20,35,46,11,Proveedor C,1,ok
491,Electronica,Electrico,2025-02-15,187,50,39,198,30,Proveedor C,2,ok
492,General,Herramientas,2025-02-01,59,8,34,33,30,Proveedor A,11,bajo
493,General,Mecanica,2025-06-17,55,28,19,64,41,Proveedor B,3,ok
494,General,Hidraulico,2025-03-08,119,13,3,129,11,Proveedor B,6,ok
495,General,Mecanica,2025-02-04,162,19,44,137,14,Proveedor A,4,ok
496,Electronica,Herramientas,2025-06-20,81,11,12,80,22,Proveedor C,11,ok
497,General,Mecanica,2025-06-02,29,27,35,21,47,Proveedor A,9,critico
498,Electronica,Herramientas,2025-04-17,187,25,14,198,10,Proveedor B,1,ok
499,General,Hidraulico,2025-01-16,100,23,7,116,12,Proveedor A,13,ok
