id_producto,nombre_producto,categoria,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock
296,Electronica,Electrico,2025-02-20,34,22,34,22.0,33.0,Proveedor A,1.0,critico
297,Electronica,Herramientas,2025-06-03,195,16,5,206.0,13.0,Proveedor C,4.0,ok
298,Electronica,Electrico,2025-02-10,125,15,28,112.0,19.0,Proveedor C,2.0,ok
299,Electronica,Mecanica,2025-05-26,63,22,11,74.0,43.0,Proveedor B,6.0,ok
300,Electronica,Electrico,2025-01-10,155,0,22,133.0,48.0,Proveedor C,13.0,ok
301,Electronica,Electrico,2025-03-18,106,28,15,119.0,41.0,Proveedor A,6.0,ok
302,Electronica,Mecanica,2025-06-14,44,1,26,19.0,29.0,Proveedor B,11.0,critico
303,Electronica,Electrico,2025-01-11,84,24,37,71.0,22.0,Proveedor C,7.0,ok
304,Electronica,Electrico,2025-03-11,75,17,14,78.0,32.0,Proveedor B,3.0,ok
305,Electronica,Hidraulico,2025-06-05,193,20,6,207.0,45.0,Proveedor B,5.0,ok
306,General,Mecanica,2025-04-01,21,29,0,50.0,45.0,Proveedor A,3.0,bajo
307,Electronica,Hidraulico,2025-01-31,41,10,19,32.0,46.0,Proveedor B,11.0,critico
308,General,Herramientas,2025-04-06,177,14,5,186.0,24.0,Proveedor B,6.0,ok
309,General,Hidraulico,2025-06-17,147,8,35,120.0,16.0,Proveedor C,6.0,ok
310,General,Herramientas,2025-01-13,95,22,10,107.0,38.0,Proveedor C,4.0,ok
311,General,Mecanica,2025-04-05,83,14,17,80.0,32.0,Proveedor C,13.0,ok
312,General,Herramientas,2025-01-15,145,7,12,140.0,12.0,Proveedor A,7.0,ok
313,General,Mecanica,2025-05-29,41,19,29,31.0,37.0,Proveedor A,5.0,critico
314,General,Hidraulico,2025-01-03,79,15,27,67.0,16.0,Proveedor A,14.0,ok
315,General,Mecanica,2035-01-01,116,17,0,133.0,44.0,Proveedor B,5.0,ok
316,Electronica,Herramientas,2025-05-21,128,17,13,132.0,31.0,Proveedor A,9.0,ok
317,Electronica,Hidraulico,2025-06-14,156,24,10,170.0,12.0,Proveedor B,7.0,ok
318,Electronica,Electrico,2025-02-26,63,5,22,46.0,34.0,Proveedor B,13.0,bajo
319,Electronica,Hidraulico,2025-03-17,73,15,20,68.0,12.0,Proveedor C,6.0,ok
320,General,Mecanica,2025-02-05,174,18,16,176.0,28.0,Proveedor C,12.0,ok
321,Electronica,Herramientas,2025-06-08,33,28,4,57.0,33.0,Proveedor B,10.0,ok
322,General,Mecanica,2025-06-20,132,17,19,130.0,15.0,Proveedor C,10.0,ok
323,Electronica,Herramientas,2025-04-05,195,23,9,209.0,14.0,Proveedor B,3.0,ok
324,Electronica,Herramientas,2025-03-18,149,16,36,129.0,15.0,Proveedor C,11.0,ok
325,Electronica,Hidraulico,2025-05-03,49,7,28,28.0,17.0,Proveedor B,6.0,ok
326,General,Herramientas,2025-04-01,45,13,26,32.0,28.0,Proveedor A,2.0,bajo
327,Electronica,Hidraulico,2025-03-12,64,24,25,63.0,45.0,Proveedor A,11.0,bajo
328,Electronica,Hidraulico,2025-06-06,90,13,15,88.0,34.0,Proveedor A,11.0,ok
329,General,Herramientas,2025-03-02,61,2,18,45.0,36.0,Proveedor B,6.0,bajo
330,Electronica,Herramientas,2025-03-06,156,15,17,154.0,45.0,Proveedor B,11.0,ok
331,General,Categoria desconocida,2025-04-10,32,10,25,17.0,27.0,Proveedor A,14.0,critico
332,Electronica,Herramientas,2025-01-06,144,10,29,125.0,29.0,Proveedor A,5.0,ok
333,General,Electrico,2025-05-24,23,8,35,-4.0,11.0,Proveedor C,10.0,critico
334,Electronica,Electrico,2025-06-19,140,20,26,134.0,10.0,Proveedor A,9.0,ok
335,Electronica,Mecanica,2025-05-21,90,30,11,109.0,24.0,Proveedor C,12.0,ok
336,Electronica,Electrico,2025-05-06,65,15,9,71.0,42.0,Proveedor C,4.0,ok
337,Electronica,Mecanica,2025-05-31,73,16,28,61.0,48.0,Proveedor C,4.0,bajo
338,General,Electrico,2025-02-02,61,25,18,68.0,12.0,Proveedor A,1.0,ok
339,Electronica,Herramientas,2025-04-15,53,10,12,51.0,15.0,Proveedor B,5.0,ok
340,Electronica,Mecanica,2025-03-02,137,0,40,97.0,14.0,Proveedor A,5.0,ok
341,General,Mecanica,2025-05-22,197,20,31,186.0,49.0,Proveedor A,7.0,ok
342,General,Hidraulico,2025-06-05,130,21,15,136.0,33.0,Proveedor B,11.0,ok
343,Electronica,Herramientas,2025-01-17,117,15,18,114.0,22.0,Proveedor B,11.0,ok
344,General,Electrico,2025-05-06,25,18,31,12.0,11.0,Proveedor A,13.0,bajo
345,Electronica,Mecanica,2025-04-26,90,8,19,79.0,39.0,Proveedor A,5.0,ok
346,Electronica,Electrico,2025-04-06,49,11,13,47.0,27.0,Proveedor C,8.0,ok
347,General,Mecanica,2025-05-01,123,12,18,117.0,13.0,Proveedor C,10.0,ok
348,Electronica,Hidraulico,2025-01-25,105,13,23,95.0,28.0,Proveedor A,6.0,ok
349,General,Electrico,2025-05-19,76,14,33,57.0,34.0,Proveedor C,13.0,ok
350,Electronica,Herramientas,2025-05-22,84,7,14,77.0,17.0,Proveedor A,9.0,ok
351,Electronica,Electrico,2025-02-28,115,28,6,137.0,17.0,Proveedor B,11.0,ok
352,Electronica,Hidraulico,2025-04-25,124,0,21,103.0,18.0,Proveedor C,6.0,ok
353,General,Hidraulico,2025-02-27,151,25,31,145.0,16.0,Proveedor C,1.0,ok
354,Electronica,Herramientas,2025-02-10,142,7,15,134.0,26.0,Proveedor C,10.0,ok
355,General,Mecanica,2025-05-02,38,14,24,28.0,32.0,Proveedor C,7.0,critico
356,General,Herramientas,2025-05-23,65,25,22,68.0,19.0,,12.0,ok
357,Electronica,Herramientas,2025-05-06,83,18,10,91.0,31.0,Proveedor A,9.0,error
358,General,Herramientas,2025-03-11,182,5,14,173.0,34.0,Proveedor B,5.0,ok
359,General,Herramientas,2025-04-08,154,17,2,169.0,23.0,Proveedor A,6.0,ok
360,Electronica,Mecanica,2025-06-20,67,2,35,34.0,47.0,Proveedor A,11.0,critico
361,General,Herramientas,2025-03-30,195,14,28,181.0,47.0,Proveedor C,11.0,ok
362,General,Electrico,2025-05-30,82,16,4,94.0,14.0,Proveedor A,12.0,ok
363,Electronica,Hidraulico,2025-06-10,29,22,10,41.0,41.0,Proveedor B,6.0,critico
364,General,Hidraulico,2025-04-05,55,29,38,46.0,22.0,Proveedor A,13.0,ok
365,General,Mecanica,2025-01-31,35,18,7,46.0,16.0,Proveedor A,7.0,ok
366,General,Mecanica,2025-06-05,190,7,26,171.0,14.0,Proveedor A,7.0,ok
367,Electronica,Herramientas,2025-01-13,142,23,38,127.0,43.0,Proveedor A,13.0,ok
368,Electronica,Herramientas,2025-06-21,64,13,11,66.0,35.0,Proveedor C,12.0,ok
369,General,Hidraulico,2025-01-13,91,9,21,79.0,41.0,Proveedor B,8.0,ok
370,Electronica,Herramientas,2025-04-09,131,11,10,132.0,33.0,Proveedor A,11.0,ok
371,General,Electrico,2025-06-28,41,25,23,43.0,14.0,Proveedor B,5.0,ok
372,Electronica,Electrico,2025-06-16,62,1,29,34.0,29.0,Proveedor C,8.0,bajo
373,Electronica,Electrico,2025-02-13,20,18,5,33.0,42.0,Proveedor A,5.0,critico
374,Electronica,Mecanica,2025-01-31,118,39,26,131.0,35.0,Proveedor B,14.0,ok
375,General,Hidraulico,2025-04-19,51,23,46,28.0,23.0,Proveedor A,5.0,bajo
376,Electronica,Mecanica,2025-04-25,28,12,11,29.0,48.0,Proveedor A,1.0,critico
377,Electronica,Herramientas,2025-01-07,141,19,18,142.0,39.0,Proveedor C,9.0,ok
378,Electronica,Mecanica,2025-05-21,169,13,16,166.0,40.0,Proveedor A,10.0,ok
379,General,Electrico,2025-05-04,95,19,31,83.0,32.0,Proveedor B,12.0,ok
380,General,Hidraulico,2025-03-15,144,9,6,147.0,16.0,Proveedor A,4.0,ok
381,General,Electrico,2025-03-12,55,10,9,56.0,41.0,Proveedor C,7.0,bajo
382,Electronica,Electrico,2025-05-31,149,11,46,114.0,36.0,Proveedor B,3.0,ok
383,General,Hidraulico,2025-04-01,135,11,17,129.0,10.0,Proveedor B,5.0,ok
384,Electronica,Electrico,2025-04-18,148,1,13,136.0,30.0,Proveedor C,12.0,ok
385,Electronica,Electrico,2025-06-09,140,9,20,129.0,16.0,Proveedor B,6.0,ok
386,General,Electrico,2025-04-23,24,21,33,12.0,43.0,Proveedor C,1.0,critico
387,Electronica,Mecanica,2025-04-13,165,27,4,188.0,19.0,Proveedor C,8.0,ok
388,General,Electrico,2025-01-22,145,13,20,138.0,44.0,Proveedor B,5.0,ok
389,Electronica,Hidraulico,2025-03-05,20,21,25,16.0,31.0,Proveedor B,12.0,critico
390,General,Herramientas,2025-03-29,102,29,0,131.0,28.0,Proveedor C,14.0,ok
391,Electronica,Electrico,2025-05-12,115,7,17,105.0,42.0,Proveedor B,6.0,ok
392,Electronica,Herramientas,2025-05-09,143,4,12,135.0,12.0,Proveedor C,7.0,ok
393,Electronica,Herramientas,2025-05-15,130,10,28,112.0,13.0,Proveedor A,11.0,ok
394,General,Hidraulico,2025-06-02,57,17,16,58.0,15.0,Proveedor A,5.0,ok
395,Electronica,Electrico,2025-05-23,81,1,47,35.0,22.0,Proveedor A,2.0,ok
396,General,Mecanica,2025-02-21,198,13,32,179.0,15.0,Proveedor A,1.0,ok
397,General,Hidraulico,2025-04-07,70,3,23,50.0,40.0,Proveedor B,7.0,bajo
398,Electronica,Herramientas,2025-02-24,76,10,16,70.0,31.0,Proveedor A,2.0,ok
399,Electronica,Mecanica,2025-02-06,43,7,20,30.0,14.0,Proveedor B,14.0,ok
400,Electronica,Herramientas,2025-01-23,67,12,28,51.0,35.0,Proveedor C,6.0,bajo
401,Electronica,Electrico,2025-02-08,92,13,9,96.0,45.0,Proveedor C,9.0,ok
402,Electronica,Mecanica,2025-05-23,166,20,17,169.0,11.0,Proveedor A,3.0,error
403,General,Electrico,2025-05-31,41,20,19,42.0,37.0,Proveedor A,13.0,bajo
404,Electronica,Hidraulico,2025-03-21,155,11,8,158.0,16.0,Proveedor C,8.0,ok
405,Electronica,Mecanica,2025-04-05,87,22,25,84.0,23.0,Proveedor C,11.0,ok
406,Electronica,Hidraulico,2025-05-18,158,10,31,137.0,35.0,Proveedor B,2.0,ok
407,Electronica,Hidraulico,2025-02-10,41,13,0,54.0,44.0,Proveedor A,9.0,bajo
408,Electronica,Herramientas,2025-03-10,87,18,15,90.0,45.0,Proveedor C,2.0,ok
409,Electronica,Herramientas,2025-05-03,38,8,39,7.0,21.0,Proveedor C,2.0,critico
410,General,Electrico,2025-04-20,137,22,33,126.0,3813.0,Proveedor A,11.0,ok
411,General,Herramientas,2025-04-27,64,19,0,83.0,28.0,Proveedor B,9.0,ok
412,Electronica,Herramientas,2025-05-07,77,8,20,65.0,22.0,Proveedor A,6.0,ok
413,General,Hidraulico,2025-05-11,177,17,39,155.0,48.0,Proveedor B,8.0,ok
414,Electronica,Electrico,2025-06-12,157,21,6,172.0,46.0,Proveedor A,9.0,ok
415,Electronica,Mecanica,2025-05-23,197,19,11,205.0,36.0,Proveedor C,10.0,ok
416,General,Mecanica,2025-05-11,193,13,9,197.0,43.0,Proveedor A,9.0,ok
417,General,Hidraulico,2025-04-22,59,6,11,54.0,13.0,Proveedor C,10.0,ok
418,General,Mecanica,2025-02-21,193,6,7,192.0,22.0,Proveedor C,13.0,ok
419,Electronica,Mecanica,2025-05-03,168,16,33,151.0,36.0,Proveedor A,5.0,ok
420,General,Hidraulico,2025-04-28,38,5,12,31.0,34.0,Proveedor C,5.0,critico
421,Electronica,Electrico,2025-03-21,79,6,17,68.0,43.0,Proveedor B,6.0,ok
422,Electronica,Hidraulico,2025-01-29,32,0,11,21.0,21.0,Proveedor B,6.0,critico
423,General,Electrico,2025-04-18,107,7,22,92.0,11.0,Proveedor A,5.0,ok
424,Electronica,Herramientas,2025-01-01,124,12,37,99.0,40.0,Proveedor B,11.0,ok
425,General,Herramientas,2025-01-31,166,11,33,144.0,40.0,Proveedor C,3.0,ok
426,Electronica,Electrico,2025-02-08,22,19,13,28.0,48.0,Proveedor C,6.0,critico
427,Electronica,Mecanica,2025-03-21,184,4,13,175.0,29.0,Proveedor A,10.0,ok
428,General,Herramientas,2025-05-07,170,25,17,178.0,39.0,Proveedor A,3.0,ok
429,Electronica,Hidraulico,2025-02-10,57,25,12,70.0,19.0,Proveedor B,9.0,ok
430,General,,2025-06-27,161,31,6,186.0,48.0,Proveedor C,3.0,ok
431,Electronica,Electrico,2025-05-07,156,6,23,139.0,44.0,Proveedor C,5.0,ok
432,General,Herramientas,2025-01-24,42,20,11,51.0,14.0,Proveedor B,10.0,ok
433,General,Hidraulico,2025-03-11,139,11,31,119.0,47.0,Proveedor B,4.0,ok
434,General,Mecanica,2025-04-18,102,21,18,105.0,29.0,Proveedor B,7.0,ok
435,General,Hidraulico,2025-03-20,88,5,3,90.0,24.0,Proveedor C,7.0,ok
436,Electronica,Hidraulico,2025-02-12,106,17,31,92.0,14.0,Proveedor C,10.0,ok
437,Electronica,Hidraulico,2025-03-15,115,26,10,131.0,31.0,Proveedor B,1.0,ok
438,Electronica,Electrico,2025-02-27,102,15,16,101.0,46.0,Proveedor C,2.0,ok
439,General,Mecanica,2025-05-08,31,10,9,32.0,41.0,Proveedor A,6.0,critico
440,General,Herramientas,2025-06-30,156,8,25,139.0,42.0,Proveedor A,9.0,ok
441,Electronica,Herramientas,2025-04-12,58,19,19,58.0,46.0,Proveedor A,7.0,bajo
442,Electronica,Herramientas,2025-02-08,71,13,17,67.0,49.0,Proveedor B,4.0,bajo
443,Electronica,Mecanica,2025-01-05,37,18,23,32.0,17.0,Proveedor A,14.0,ok
444,General,Herramientas,2025-05-01,189,20,7,202.0,15.0,Proveedor B,5.0,ok
445,General,Mecanica,2025-05-14,34,24,45,13.0,35.0,Proveedor A,2.0,critico
446,Electronica,Electrico,2025-05-23,39,24,14,49.0,37.0,Proveedor A,5.0,bajo
447,Electronica,Herramientas,2025-06-03,57,0,17,40.0,35.0,Proveedor A,13.0,bajo
448,General,Mecanica,2025-06-30,109,19,30,98.0,24.0,Proveedor A,10.0,ok
449,Electronica,Mecanica,2025-05-03,98,9,12,95.0,35.0,Proveedor C,3.0,ok
450,General,Herramientas,2025-01-18,39,18,0,57.0,26.0,Proveedor A,1.0,ok
451,General,Mecanica,2025-01-28,178,33,2,209.0,44.0,Proveedor A,9.0,ok
452,Electronica,Electrico,2025-05-15,137,24,5,156.0,14.0,Proveedor A,11.0,ok
453,Electronica,Herramientas,2025-03-11,25,14,26,13.0,20.0,Proveedor C,3.0,critico
454,Electronica,Mecanica,2025-06-22,129,10,22,117.0,37.0,Proveedor A,1.0,ok
455,Electronica,Herramientas,2025-01-22,60,21,0,81.0,34.0,Proveedor A,7.0,ok
456,Electronica,Hidraulico,2025-05-29,68,14,25,57.0,15.0,Proveedor B,10.0,ok
457,Electronica,Electrico,2025-06-07,77,4,1953,56.0,49.0,Proveedor B,2.0,bajo
458,General,Herramientas,2025-03-20,24,9,21,12.0,46.0,Proveedor A,1.0,critico
459,General,Hidraulico,2025-03-28,185,11,22,174.0,28.0,Proveedor B,9.0,ok
460,Electronica,Mecanica,2025-01-14,186,9,21,174.0,24.0,Proveedor B,12.0,ok
461,Electronica,Electrico,2025-05-26,133,13,29,117.0,10.0,Proveedor C,10.0,ok
462,General,Hidraulico,2025-04-26,134,13,30,117.0,13.0,Proveedor C,4.0,ok
463,Electronica,Electrico,2035-01-01,84,16,26,74.0,35.0,Proveedor B,4.0,ok
464,General,Herramientas,2025-06-23,94,4,10,88.0,35.0,Proveedor B,5.0,ok
465,Electronica,Electrico,2025-06-07,141,4,6,139.0,33.0,Proveedor C,14.0,ok
466,Electronica,Mecanica,2025-01-01,165,17,33,149.0,12.0,Proveedor C,5.0,ok
467,General,Hidraulico,2025-01-21,181,16,18,179.0,24.0,Proveedor C,14.0,ok
468,General,Herramientas,2025-04-08,122,18,28,112.0,27.0,Proveedor C,5.0,ok
469,Electronica,Herramientas,2025-02-13,159,17,15,161.0,30.0,Proveedor B,7.0,ok
470,General,Hidraulico,2025-03-06,192,22,16,198.0,41.0,Proveedor A,3.0,ok
471,General,Electrico,2025-05-22,58,11,21,48.0,12.0,Proveedor A,11.0,ok
472,Electronica,Mecanica,2025-06-28,185,13,24,174.0,47.0,Proveedor B,8.0,ok
473,General,Herramientas,2025-02-03,67,8,5,70.0,47.0,Proveedor B,2.0,bajo
474,Electronica,Mecanica,2025-01-30,60,17,11,66.0,44.0,Proveedor B,1.0,bajo
475,General,Electrico,2025-04-23,61,13,24,50.0,26.0,Proveedor B,11.0,ok
476,Electronica,Electrico,2025-04-05,61,4,27,38.0,15.0,Proveedor A,7.0,ok
477,General,Electrico,2025-01-10,175,17,30,162.0,23.0,Proveedor A,10.0,ok
478,General,Hidraulico,2025-03-31,178,4,9,173.0,23.0,Proveedor C,2.0,ok
479,General,Mecanica,2025-01-12,64,7,14,57.0,15.0,Proveedor A,14.0,ok
480,Electronica,Electrico,2025-06-21,82,29,16,95.0,27.0,Proveedor A,8.0,ok
481,General,Mecanica,2025-01-10,94,13,30,77.0,34.0,Proveedor B,10.0,ok
482,Electronica,Hidraulico,2025-06-20,109,8,30,87.0,23.0,Proveedor C,4.0,ok
483,Electronica,Hidraulico,2025-04-15,58,9,29,38.0,25.0,Proveedor B,3.0,ok
484,General,Herramientas,2025-05-10,37,20,16,41.0,48.0,Proveedor A,10.0,critico
485,Electronica,Herramientas,2025-03-23,65,9,36,38.0,49.0,Proveedor B,7.0,critico
486,General,Hidraulico,2025-03-22,70,12,24,58.0,25.0,Proveedor C,11.0,ok
487,General,Herramientas,2025-04-04,104,14,26,92.0,19.0,Proveedor C,8.0,ok
488,Electronica,Mecanica,2025-06-05,179,15,34,160.0,32.0,Proveedor C,7.0,ok
489,Electronica,Electrico,2025-04-20,87,11,23,75.0,22.0,Proveedor A,1.0,ok
490,General,Herramientas,2025-01-19,104,19,10,113.0,34.0,Proveedor B,6.0,ok
491,Electronica,Electrico,2025-01-03,188,23,27,184.0,32.0,Proveedor C,5.0,ok
492,General,Hidraulico,2025-05-05,31,12,31,12.0,27.0,Proveedor C,14.0,critico
493,General,Herramientas,2025-06-24,45,2,40,7.0,22.0,Proveedor B,6.0,critico
494,General,Herramientas,2025-02-28,125,5,35,95.0,45.0,Proveedor B,14.0,ok
495,Electronica,Hidraulico,2025-01-13,146,12,16,142.0,19.0,Proveedor B,11.0,ok
496,Electronica,Mecanica,2025-04-06,30,31,29,32.0,16.0,Proveedor A,5.0,ok
497,Electronica,Herramientas,2025-04-26,96,42,19,119.0,31.0,Proveedor A,7.0,ok
498,General,Hidraulico,2025-05-27,29,24,18,35.0,34.0,Proveedor C,6.0,bajo
499,Electronica,Hidraulico,2025-05-20,142,9,20,131.0,36.0,Proveedor A,11.0,ok
